id;text;sber;vtb;gazprom;alfabank;raiffeisen;rshb;company
9475;«Аэрофлот» увеличивает количество рейсов в города Дальнего Востока;NULL;NULL;NULL;NULL;NULL;NULL;1
3154;Активы Северо-Западного банка Сбербанка России по итогам 2013 года превысили 1,1 триллиона рублей;0;NULL;NULL;NULL;NULL;NULL;NULL
11942;В ОДКБ заявили, что не получали заявлений о приостановке членства от Армении;NULL;NULL;NULL;NULL;NULL;NULL;NULL
314;Ура @alfa_bank вернул деньги! Оперативно.;NULL;NULL;NULL;1;NULL;NULL;NULL
19933;В Тамбове Сбербанк выделит кредитные средства на строительство 236-квартирного дома;0;NULL;NULL;NULL;NULL;NULL;NULL
18653;Новые санкции ЕС против РФ расширяют ограничения на экспорт товаров, необходимых;NULL;NULL;NULL;NULL;NULL;NULL;NULL
16909;ВТБ разместил 37,4% выпуска однодневных бондов серии КС-4-437 на 37,4 млрд рубле;NULL;0;NULL;NULL;NULL;NULL;NULL
12439;ВТБ размещает однодневные облигации на 100 млрд рублей с доходностью 7,16% годовых;NULL;0;NULL;NULL;NULL;NULL;NULL
7271;RT @narodprotiv: СБЕРБАНК ПОДПАДЕТ ПОД ТРЕТИЙ РАУНД САНКЦИЙ ЕС /  / Евросоюз объявит о третьем раунде санкций в отношении российск..;-1;NULL;NULL;NULL;NULL;NULL;NULL
16596;Сбербанк ориентируется на клиентов;1;NULL;NULL;NULL;NULL;NULL;NULL
10201;Сбербанк хочет взыскать с группы Glencore 114,7 млн евро неуплаты за поставку не;1;NULL;NULL;NULL;NULL;NULL;NULL
5781;СЕВЕРСТАЛЬ ПЛАНИРУЕТ CAPEX 2023 ПРИМЕРНО НА УРОВНЕ 2022Г - $1,1 МЛРД - КОМПАНИЯ;NULL;NULL;NULL;NULL;NULL;NULL;0
10168;RT @hinufutufis: автокредит райффайзенбанк;NULL;NULL;NULL;NULL;0;NULL;NULL
9377;как неплатить кредиты в сбербанк;0;NULL;NULL;NULL;NULL;NULL;NULL
17137;НОВАТЭК подписал меморандум с индийской Deepak по поставкам СПГ и низкоуглеродно;NULL;NULL;NULL;NULL;NULL;NULL;0
15859;сайт сбербанк кредитный калькулятор;0;NULL;NULL;NULL;NULL;NULL;NULL
6177;Ипотечный кредит втб 24 калькулятор;NULL;0;NULL;NULL;NULL;NULL;NULL
17836;Рынок акций РФ после позитивного открытия залег в боковик, Сбербанк просел (2/2);1;NULL;NULL;NULL;NULL;NULL;NULL
16734;Где взять кредит в россельхозбанке;NULL;NULL;NULL;NULL;NULL;0;NULL
16169;Глава Сбербанка называл самые надежные валюты;0;NULL;NULL;NULL;NULL;NULL;NULL
5995;RT @okwonomwit: взять кредит на авто в втб 24 ярославль;NULL;0;NULL;NULL;NULL;NULL;NULL
6742;| Альфа банк кредит сочи;NULL;NULL;NULL;0;NULL;NULL;NULL
2182;Переводы (на карту Сбербанка):  /  / 12.12.13 – 500 руб. - последние цифры карты - 8941 / 17.12.13 – 502 руб. - ..;0;NULL;NULL;NULL;NULL;NULL;NULL
1417;RT @instagram_dn: Хочешь снять денюжку? Добро пожаловать в Сбербанк России. Часа 4-5 в очереди и вуаля! Спасибо властям ДНР за "шик...;-1;NULL;NULL;NULL;NULL;NULL;NULL
14841;ЛУКОЙЛ договорился о продаже НПЗ в Италии с G.O.I. Energy, сформировавшей партне;NULL;NULL;NULL;NULL;NULL;NULL;0
11513;...нужно обращаться именно в @alfa_bank, а не в банк, которому принадлежит банкомат. Я разочарован.;NULL;NULL;NULL;-1;NULL;NULL;NULL
17931;"Под новые санкции ЕС попали Сбербанк и ВТБ";-1;-1;NULL;NULL;NULL;NULL;NULL
11194;Кредиты в калининграде сбербанк;0;NULL;NULL;NULL;NULL;NULL;NULL
2447;Может ли взять кредит в россельхозбанке пенсионер;NULL;NULL;NULL;NULL;NULL;0;NULL
16573;втб 24 потребительский кредит условия;NULL;0;NULL;NULL;NULL;NULL;NULL
3407;@alfa_bank @KSHN ну и ? работает нет?;NULL;NULL;NULL;-1;NULL;NULL;NULL
11814;НОВАТЭК в I кв. увеличил добычу газа на 1,2%, до 21 млрд куб. м, ЖУВ - на 4,3%,;NULL;NULL;NULL;NULL;NULL;NULL;1
9321;Инкассатор: Эх... И как же ты в "Сбербанк"-то умудрилась попасть?... За что ж тебя так наказали?... ХDDDD;-1;NULL;NULL;NULL;NULL;NULL;NULL
19077;Заявка в Альфа Банк;NULL;NULL;NULL;0;NULL;NULL;NULL
8506;кредит юридическим лицам без залога и поручителей втб 24;NULL;0;NULL;NULL;NULL;NULL;NULL
3981;Сбербанк прогнозирует рост ипотеки в 2023г на 20-21% - топ-менеджер банка;1;NULL;NULL;NULL;NULL;NULL;NULL
3469;@ilya__Fan как перевести деньги с карты Сбербанк на ВТБ?  Это вообще возможно?;0;0;NULL;NULL;NULL;NULL;NULL
10170;Опа, банкоматы Альфа банка не работают..  с помощью @gazetaru;NULL;NULL;NULL;-1;NULL;NULL;NULL
10294;ЛУКОЙЛ запустил установку замедленного коксования на Нижегородском НПЗ после инц;NULL;NULL;NULL;NULL;NULL;NULL;1
18066;Заявка в Райффайзенбанк;NULL;NULL;NULL;NULL;0;NULL;NULL
4664;калининский район новосибирск сбербанк;0;NULL;NULL;NULL;NULL;NULL;NULL
9134;Россельхозбанк помогает фермерству развиваться.&amp,nbsp,  Мордовский филиал Россельхозбанка за 2013 год и в первый квартал  2014 года выдал б;NULL;NULL;NULL;NULL;NULL;0;NULL
17794;Еще чуть-чуть и я вскрою себе вены... Когда уже чтр-то стоящее найдется?:( (@ Сбербанк);-1;NULL;NULL;NULL;NULL;NULL;NULL
10678;«Сбер» понизил минимальный первоначальный взнос по ипотеке на новостройку до 10%;1;NULL;NULL;NULL;NULL;NULL;NULL
2889;ВТБ разместил 12,5% выпуска однодневных бондов серии КС-4-407 на 18,7 млрд рубле;NULL;0;NULL;NULL;NULL;NULL;NULL
6722;В Воложине открылся кредитный центр банка ВТБ: Банк ВТБ продолжает активно расширять свою сеть. Теперь восполь...;NULL;1;NULL;NULL;NULL;NULL;NULL
11253;Пушилин заявил о начале выдачи паспортов РФ жителям Авдеевки;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19894;Кредит сбербанк россии оренбургской области;0;NULL;NULL;NULL;NULL;NULL;NULL
929;кредиты в хабаровске сбербанк;0;NULL;NULL;NULL;NULL;NULL;NULL
7971;Сбербанк сформировал резервы по всем проблемным активам, начинает работать в обы;1;NULL;NULL;NULL;NULL;NULL;NULL
9226;@Misaka42 купюры по 5к? УМВР Сбербанк;0;NULL;NULL;NULL;NULL;NULL;NULL
14104;Сбербанк продолжит сотрудничество с InvestAD, управляющей активами суверенного фонда Абу-Даби;0;NULL;NULL;NULL;NULL;NULL;NULL
4107;кредитная карточка альфабанк г краснодар;NULL;NULL;NULL;0;NULL;NULL;NULL
5355;#альфабанк мне серьезно предлагает взять кредит под 21%. #нахуйэтотуда, простите за тег.;NULL;NULL;NULL;-1;NULL;NULL;NULL
6792;Программа "Спасибо от Сбербанка" ожидает десятимиллионного участника;0;NULL;NULL;NULL;NULL;NULL;NULL
18391;с телефона на карту сбербанка;0;NULL;NULL;NULL;NULL;NULL;NULL
10132;Чтоб закинуть денег на счёт, надо отстоять очередь к специалисту, который почему-то только один, а потом постоять в кассу. Блеск. #альфабанк;NULL;NULL;NULL;-1;NULL;NULL;NULL
10363;Экс-канцлер Австрии Курц получил восемь месяцев условно за дачу ложных показаний;NULL;NULL;NULL;NULL;NULL;NULL;NULL
3250;Покупка «Открытия» не отразится на финрезультатах ВТБ за 2022 год;NULL;0;NULL;NULL;NULL;NULL;NULL
